specimen_id,species,canopy_zone,vigor,crown_height_m,trunk_girth_cm,bark_glow,vitality_index
FX-5572,Whispering Linden,Mistfen Reach,Waning,25.2,20.6,16.6,46.3
FX-5573,Ghostplane,Mistfen Reach,Thriving,17.0,30.6,49.1,48.2
FX-5574,Goldfan Ginko,Hollowdeep,Radiant,28.4,8.8,76.7,61.7
FX-5575,Duskmaple,Mistfen Reach,Thriving,20.8,26.0,52.5,66.7
FX-5576,Ghostplane,Sunspire Heights,Thriving,28.1,36.7,53.1,53.5
FX-5577,Ironcrown Oak,Hollowdeep,Waning,17.6,28.1,23.5,59.7
FX-5578,Thornlace,Hollowdeep,Waning,9.7,12.1,32.5,46.2
FX-5579,Whispering Linden,Hollowdeep,Waning,22.6,16.7,43.5,38.2
FX-5580,Palepear,Mistfen Reach,Thriving,9.8,10.6,63.9,46.4
FX-5581,Palepear,Sunspire Heights,Thriving,17.0,7.4,42.6,52.4
FX-5582,Bloomspire,Mistfen Reach,Thriving,22.7,39.0,58.6,69.3
FX-5583,Emberoak,Mistfen Reach,Radiant,28.6,26.2,87.7,68.7
FX-5584,Goldfan Ginko,Mistfen Reach,Thriving,29.4,13.7,58.8,64.3
FX-5585,Thornlace,Mistfen Reach,Radiant,15.6,15.6,88.3,41.2
FX-5586,Thornlace,Sunspire Heights,Thriving,19.8,14.1,56.6,54.5
FX-5587,Verdant Ash,Mistfen Reach,Waning,13.4,20.4,38.9,38.1
FX-5588,Glasszelkova,Mistfen Reach,Thriving,30.6,10.5,45.8,45.3
FX-5589,Emberoak,Cragside,Thriving,24.0,25.3,51.5,72.6
FX-5590,Bloomspire,Cragside,Thriving,21.3,39.6,55.5,63.7
FX-5591,Palepear,Sunspire Heights,Radiant,15.4,5.2,81.0,56.2
FX-5592,Emberoak,Mistfen Reach,Waning,28.0,24.9,19.2,65.2
FX-5593,Ironcrown Oak,Cragside,Thriving,24.3,30.5,50.6,64.3
FX-5594,Thornlace,Sunspire Heights,Thriving,18.3,14.2,67.5,53.3
FX-5595,Duskmaple,Cragside,Thriving,21.6,24.1,48.7,65.7
FX-5596,Glasszelkova,Sunspire Heights,Thriving,32.3,7.2,62.7,52.9
FX-5597,Verdant Ash,Sunspire Heights,Thriving,21.2,22.1,45.5,52.5
FX-5598,Whispering Linden,Sunspire Heights,Radiant,30.3,17.7,79.2,55.6
FX-5599,Bloomspire,Mistfen Reach,Radiant,18.3,36.0,84.2,64.3
FX-5600,Ghostplane,Sunspire Heights,Radiant,22.1,36.9,85.0,55.0
FX-5601,Coralmaple,Hollowdeep,Radiant,26.6,26.5,80.3,64.0
FX-5602,Verdant Ash,Sunspire Heights,Thriving,19.7,16.9,54.8,52.5
FX-5603,Glasszelkova,Mistfen Reach,Thriving,28.0,11.7,62.1,48.8
FX-5604,Bloomspire,Cragside,Thriving,18.1,34.8,59.8,70.8
FX-5605,Thornlace,Sunspire Heights,Thriving,22.2,10.3,60.8,57.8
FX-5606,Whispering Linden,Sunspire Heights,Thriving,33.5,19.1,65.7,53.3
FX-5607,Verdant Ash,Mistfen Reach,Thriving,17.8,14.4,43.6,48.8
FX-5608,Glasszelkova,Mistfen Reach,Radiant,26.2,15.7,85.8,47.5
FX-5609,Emberoak,Cragside,Radiant,29.0,28.7,88.0,69.3
FX-5610,Thornlace,Hollowdeep,Radiant,10.2,15.5,73.7,40.9
FX-5611,Goldfan Ginko,Hollowdeep,Thriving,31.9,11.7,47.9,63.7
FX-5612,Palepear,Sunspire Heights,Husk,13.1,6.1,1.6,47.2
FX-5613,Ghostplane,Mistfen Reach,Thriving,19.0,33.5,49.0,49.4
FX-5614,Palepear,Sunspire Heights,Thriving,16.5,11.4,55.4,50.9
FX-5615,Palepear,Sunspire Heights,Radiant,17.5,11.9,76.3,58.2
FX-5616,Emberoak,Mistfen Reach,Thriving,29.1,36.4,50.8,67.8
FX-5617,Emberoak,Cragside,Waning,23.6,29.0,26.1,69.1
FX-5618,Goldfan Ginko,Mistfen Reach,Thriving,33.7,14.6,47.8,62.1
FX-5619,Thornlace,Mistfen Reach,Thriving,9.0,9.2,49.3,41.3
FX-5620,Verdant Ash,Sunspire Heights,Thriving,21.2,13.1,61.3,50.9
FX-5621,Ghostplane,Hollowdeep,Thriving,17.7,25.9,59.4,41.9
FX-5622,Coralmaple,Cragside,Thriving,30.7,23.2,63.5,66.7
FX-5623,Duskmaple,Mistfen Reach,Waning,18.2,24.2,29.0,70.2
FX-5624,Emberoak,Mistfen Reach,Thriving,22.7,26.2,53.0,62.7
FX-5625,Coralmaple,Mistfen Reach,Radiant,31.1,19.3,66.9,67.0
FX-5626,Ghostplane,Sunspire Heights,Thriving,22.8,34.6,62.6,51.2
FX-5627,Emberoak,Hollowdeep,Waning,26.4,27.7,32.9,61.1
FX-5628,Coralmaple,Cragside,Thriving,32.3,11.8,57.1,75.3
FX-5629,Whispering Linden,Sunspire Heights,Thriving,27.5,24.8,52.5,47.7
FX-5630,Whispering Linden,Mistfen Reach,Radiant,25.5,16.2,74.7,49.0
FX-5631,Emberoak,Cragside,Thriving,28.6,25.1,66.7,67.3
FX-5632,Glasszelkova,Mistfen Reach,Waning,26.3,9.7,27.1,43.0
FX-5633,Palepear,Mistfen Reach,Thriving,10.7,6.8,53.7,39.5
FX-5634,Emberoak,Cragside,Radiant,26.4,26.3,78.5,70.8
FX-5635,Ironcrown Oak,Mistfen Reach,Radiant,21.5,36.3,75.8,65.7
FX-5636,Ghostplane,Sunspire Heights,Thriving,26.7,32.7,59.6,54.0
FX-5637,Goldfan Ginko,Cragside,Radiant,34.1,10.1,84.7,69.8
FX-5638,Whispering Linden,Mistfen Reach,Thriving,22.8,14.3,60.7,42.4
FX-5639,Verdant Ash,Sunspire Heights,Waning,22.6,17.9,35.6,56.3
FX-5640,Whispering Linden,Mistfen Reach,Radiant,22.8,16.5,78.9,44.4
FX-5641,Whispering Linden,Sunspire Heights,Thriving,29.0,14.0,57.8,51.4
FX-5642,Goldfan Ginko,Mistfen Reach,Thriving,31.7,17.2,48.6,69.5
FX-5643,Bloomspire,Mistfen Reach,Thriving,23.3,36.1,50.0,64.3
FX-5644,Ghostplane,Mistfen Reach,Thriving,23.6,31.6,56.9,45.8
FX-5645,Emberoak,Cragside,Thriving,28.3,26.2,54.1,68.9
FX-5646,Thornlace,Sunspire Heights,Thriving,22.6,9.7,51.4,56.3
FX-5647,Glasszelkova,Mistfen Reach,Thriving,29.7,12.9,56.0,42.7
FX-5648,Emberoak,Hollowdeep,Thriving,28.7,26.4,52.9,57.1
FX-5649,Ironcrown Oak,Cragside,Radiant,22.9,28.1,68.6,71.0
FX-5650,Duskmaple,Cragside,Thriving,22.6,24.8,59.9,70.0
FX-5651,Bloomspire,Mistfen Reach,Waning,22.3,35.5,25.0,63.6
FX-5652,Goldfan Ginko,Mistfen Reach,Thriving,31.4,14.1,68.0,63.6
FX-5653,Ironcrown Oak,Mistfen Reach,Waning,24.2,30.9,43.6,61.6
FX-5654,Emberoak,Hollowdeep,Thriving,19.2,26.9,45.8,65.8
FX-5655,Coralmaple,Mistfen Reach,Radiant,33.0,27.7,83.4,74.5
FX-5656,Ironcrown Oak,Cragside,Thriving,20.7,23.8,59.0,68.9
FX-5657,Emberoak,Hollowdeep,Thriving,20.0,34.4,61.1,54.8
FX-5658,Whispering Linden,Sunspire Heights,Thriving,27.0,14.6,48.6,49.8
FX-5659,Duskmaple,Cragside,Waning,19.5,22.4,30.2,65.7
FX-5660,Ghostplane,Sunspire Heights,Waning,29.2,28.2,33.2,51.7
FX-5661,Emberoak,Mistfen Reach,Waning,27.1,27.5,42.1,64.9
FX-5662,Verdant Ash,Sunspire Heights,Thriving,21.6,22.3,57.4,52.0
FX-5663,Coralmaple,Mistfen Reach,Husk,34.7,20.0,1.0,59.6
FX-5664,Ghostplane,Sunspire Heights,Thriving,24.4,34.5,49.0,51.9
FX-5665,Whispering Linden,Hollowdeep,Husk,23.1,14.8,14.1,43.3
FX-5666,Verdant Ash,Hollowdeep,Thriving,20.2,18.8,63.1,43.0
FX-5667,Emberoak,Mistfen Reach,Thriving,24.3,26.3,57.1,64.1
FX-5668,Goldfan Ginko,Cragside,Radiant,29.9,13.5,82.3,65.7
FX-5669,Whispering Linden,Hollowdeep,Radiant,23.0,16.9,83.2,46.0
FX-5670,Whispering Linden,Sunspire Heights,Thriving,31.1,15.3,57.8,55.3
FX-5671,Ironcrown Oak,Mistfen Reach,Waning,22.0,36.3,22.3,62.2
FX-5672,Ironcrown Oak,Cragside,Thriving,24.1,22.2,48.9,67.3
FX-5673,Emberoak,Mistfen Reach,Thriving,27.6,30.9,60.1,66.9
FX-5674,Thornlace,Hollowdeep,Thriving,14.8,13.8,53.9,43.5
FX-5675,Thornlace,Mistfen Reach,Thriving,16.3,13.5,55.4,42.2
FX-5676,Verdant Ash,Mistfen Reach,Thriving,18.6,22.2,62.1,44.6
FX-5677,Bloomspire,Mistfen Reach,Waning,18.5,38.3,33.2,62.2
FX-5678,Glasszelkova,Mistfen Reach,Radiant,28.9,8.4,90.2,50.3
FX-5679,Whispering Linden,Sunspire Heights,Thriving,31.4,16.6,53.0,55.6
FX-5680,Verdant Ash,Mistfen Reach,Thriving,16.6,17.3,54.8,48.7
FX-5681,Coralmaple,Mistfen Reach,Radiant,29.6,20.1,77.0,67.1
FX-5682,Verdant Ash,Mistfen Reach,Thriving,21.8,19.2,61.2,44.3
FX-5683,Coralmaple,Hollowdeep,Thriving,25.7,20.4,47.1,65.8
FX-5684,Palepear,Mistfen Reach,Radiant,13.2,13.6,92.9,51.8
FX-5685,Ghostplane,Mistfen Reach,Radiant,19.3,30.8,83.7,40.0
FX-5686,Ironcrown Oak,Mistfen Reach,Radiant,24.2,33.1,89.0,61.8
FX-5687,Verdant Ash,Sunspire Heights,Waning,22.2,20.1,32.8,54.9
FX-5688,Whispering Linden,Sunspire Heights,Radiant,29.4,22.1,77.1,50.4
FX-5689,Verdant Ash,Sunspire Heights,Thriving,22.3,17.3,56.0,54.1
FX-5690,Thornlace,Hollowdeep,Thriving,12.0,12.1,56.5,41.3
FX-5691,Ironcrown Oak,Cragside,Radiant,21.6,29.4,78.6,65.9
FX-5692,Thornlace,Mistfen Reach,Waning,14.1,17.0,26.0,44.8
FX-5693,Thornlace,Sunspire Heights,Thriving,19.8,15.3,43.8,55.9
FX-5694,Goldfan Ginko,Mistfen Reach,Thriving,36.4,21.1,52.7,62.7
FX-5695,Verdant Ash,Sunspire Heights,Thriving,22.6,18.3,49.0,57.1
FX-5696,Ironcrown Oak,Hollowdeep,Thriving,25.0,28.2,45.2,63.4
FX-5697,Thornlace,Mistfen Reach,Thriving,16.4,13.4,56.8,45.8
FX-5698,Duskmaple,Cragside,Radiant,19.2,21.2,81.9,71.9
FX-5699,Ghostplane,Sunspire Heights,Husk,26.1,39.3,5.6,57.2
FX-5700,Palepear,Hollowdeep,Thriving,17.7,7.5,49.6,46.5
FX-5701,Verdant Ash,Sunspire Heights,Radiant,20.0,21.1,78.6,51.2
FX-5702,Goldfan Ginko,Mistfen Reach,Radiant,36.5,10.9,79.4,66.2
FX-5703,Coralmaple,Hollowdeep,Husk,26.7,25.9,1.2,63.9
FX-5704,Palepear,Sunspire Heights,Thriving,18.4,9.4,52.3,57.5
FX-5705,Palepear,Sunspire Heights,Waning,17.3,8.2,36.5,53.9
FX-5706,Ghostplane,Hollowdeep,Radiant,18.8,31.9,73.3,47.9
FX-5707,Ironcrown Oak,Mistfen Reach,Thriving,20.9,27.9,42.7,67.1
FX-5708,Thornlace,Sunspire Heights,Thriving,17.8,17.9,53.5,53.7
FX-5709,Ghostplane,Hollowdeep,Thriving,17.7,33.3,58.1,44.1
FX-5710,Emberoak,Mistfen Reach,Radiant,24.2,22.4,85.5,69.4
FX-5711,Ironcrown Oak,Cragside,Radiant,25.9,28.4,70.7,69.2
FX-5712,Whispering Linden,Sunspire Heights,Thriving,35.0,20.4,41.8,53.7
FX-5713,Coralmaple,Cragside,Thriving,33.3,18.2,42.2,62.6
FX-5714,Bloomspire,Mistfen Reach,Thriving,20.4,38.5,43.6,61.9
FX-5715,Ghostplane,Sunspire Heights,Thriving,16.7,29.4,47.8,49.9
FX-5716,Bloomspire,Mistfen Reach,Thriving,20.5,35.1,51.8,62.0
FX-5717,Ghostplane,Mistfen Reach,Thriving,16.6,36.5,52.7,40.2
FX-5718,Bloomspire,Cragside,Thriving,18.1,38.7,49.8,66.2
FX-5719,Palepear,Sunspire Heights,Radiant,15.7,9.1,78.4,57.5
FX-5720,Coralmaple,Mistfen Reach,Radiant,30.9,25.6,79.0,70.0
FX-5721,Verdant Ash,Mistfen Reach,Thriving,19.3,21.6,40.7,42.7
FX-5722,Whispering Linden,Sunspire Heights,Thriving,30.3,17.3,48.8,47.6
FX-5723,Emberoak,Mistfen Reach,Thriving,24.0,25.8,54.2,64.8
FX-5724,Ironcrown Oak,Cragside,Thriving,25.4,33.1,52.6,62.8
FX-5725,Bloomspire,Mistfen Reach,Waning,21.6,36.9,35.7,62.1
FX-5726,Coralmaple,Cragside,Radiant,36.0,22.2,78.1,65.9
FX-5727,Whispering Linden,Mistfen Reach,Radiant,27.0,18.3,60.4,52.9
FX-5728,Palepear,Sunspire Heights,Thriving,15.3,10.8,54.1,50.9
FX-5729,Glasszelkova,Sunspire Heights,Thriving,33.7,2.1,51.2,55.4
FX-5730,Glasszelkova,Sunspire Heights,Thriving,31.9,16.0,55.6,56.0
FX-5731,Thornlace,Sunspire Heights,Thriving,21.7,15.2,64.9,55.9
FX-5732,Bloomspire,Cragside,Thriving,21.2,39.8,49.0,61.1
FX-5733,Bloomspire,Cragside,Radiant,18.9,36.2,85.0,68.7
FX-5734,Glasszelkova,Mistfen Reach,Radiant,31.4,15.0,74.2,44.2
FX-5735,Coralmaple,Cragside,Radiant,28.6,24.1,81.3,72.5
FX-5736,Bloomspire,Mistfen Reach,Thriving,26.3,29.2,62.7,65.5
FX-5737,Bloomspire,Mistfen Reach,Thriving,24.8,37.3,55.5,64.8
FX-5738,Whispering Linden,Sunspire Heights,Radiant,26.7,16.3,77.2,57.2
FX-5739,Goldfan Ginko,Cragside,Radiant,30.1,13.5,94.8,69.4
FX-5740,Palepear,Sunspire Heights,Waning,17.0,9.1,36.4,58.2
FX-5741,Whispering Linden,Hollowdeep,Thriving,24.3,12.0,59.3,47.2
FX-5742,Coralmaple,Hollowdeep,Thriving,25.3,21.5,53.4,65.2
FX-5743,Glasszelkova,Sunspire Heights,Husk,30.5,13.9,10.6,47.4
FX-5744,Verdant Ash,Sunspire Heights,Waning,19.6,12.4,36.3,50.0
FX-5745,Thornlace,Hollowdeep,Thriving,13.2,14.6,63.3,38.5
FX-5746,Goldfan Ginko,Hollowdeep,Thriving,27.7,14.1,59.8,65.2
FX-5747,Glasszelkova,Hollowdeep,Thriving,25.8,16.7,46.6,41.3
FX-5748,Bloomspire,Cragside,Thriving,19.5,40.6,54.4,70.3
FX-5749,Thornlace,Hollowdeep,Thriving,7.0,15.3,58.8,44.2
FX-5750,Thornlace,Mistfen Reach,Radiant,10.8,14.7,64.3,47.5
FX-5751,Whispering Linden,Sunspire Heights,Thriving,32.0,13.3,53.2,54.8
FX-5752,Ironcrown Oak,Mistfen Reach,Thriving,20.9,22.0,48.0,68.0
FX-5753,Duskmaple,Sunspire Heights,Waning,25.4,28.1,41.4,69.1
FX-5754,Verdant Ash,Mistfen Reach,Radiant,15.4,14.4,82.7,51.0
FX-5755,Duskmaple,Sunspire Heights,Thriving,21.6,21.0,48.5,72.5
FX-5756,Emberoak,Hollowdeep,Thriving,20.3,28.4,70.5,60.5
FX-5757,Thornlace,Sunspire Heights,Radiant,20.7,6.3,77.9,55.6
FX-5758,Goldfan Ginko,Mistfen Reach,Thriving,36.9,19.9,64.8,67.0
FX-5759,Bloomspire,Hollowdeep,Thriving,21.0,35.5,54.7,66.1
FX-5760,Whispering Linden,Sunspire Heights,Waning,32.0,17.5,21.6,48.9
FX-5761,Ghostplane,Sunspire Heights,Radiant,25.5,30.9,86.0,53.9
FX-5762,Verdant Ash,Mistfen Reach,Thriving,13.3,18.7,54.1,42.3
FX-5763,Palepear,Sunspire Heights,Thriving,14.2,9.9,53.3,48.4
FX-5764,Verdant Ash,Mistfen Reach,Thriving,12.1,20.0,53.5,45.7
FX-5765,Duskmaple,Mistfen Reach,Waning,21.1,19.5,36.2,63.0
FX-5766,Bloomspire,Cragside,Thriving,23.6,33.2,59.7,68.4
FX-5767,Thornlace,Sunspire Heights,Thriving,19.8,11.3,54.1,54.8
FX-5768,Emberoak,Mistfen Reach,Thriving,27.9,28.8,59.9,63.6
FX-5769,Verdant Ash,Sunspire Heights,Radiant,25.5,18.6,82.6,55.0
FX-5770,Duskmaple,Cragside,Thriving,20.4,28.1,64.8,73.5
FX-5771,Thornlace,Hollowdeep,Waning,17.9,14.3,37.2,40.6
FX-5772,Ghostplane,Sunspire Heights,Thriving,24.9,30.7,49.4,57.1
FX-5773,Whispering Linden,Hollowdeep,Thriving,21.4,17.3,53.5,36.5
FX-5774,Ironcrown Oak,Cragside,Radiant,24.1,30.5,67.8,69.2
FX-5775,Emberoak,Cragside,Waning,26.9,26.2,34.4,64.9
FX-5776,Ironcrown Oak,Cragside,Thriving,23.2,32.7,52.3,68.1
FX-5777,Emberoak,Cragside,Radiant,28.5,25.3,75.6,71.0
FX-5778,Glasszelkova,Mistfen Reach,Radiant,27.6,10.6,77.6,49.1
FX-5779,Duskmaple,Hollowdeep,Waning,16.1,21.2,31.7,62.8
FX-5780,Whispering Linden,Hollowdeep,Radiant,21.4,15.6,72.6,42.1
FX-5781,Bloomspire,Cragside,Waning,19.9,35.4,28.5,69.0
FX-5782,Coralmaple,Hollowdeep,Thriving,28.0,18.3,55.3,62.0
FX-5783,Thornlace,Sunspire Heights,Thriving,18.3,19.8,51.8,53.2
FX-5784,Whispering Linden,Sunspire Heights,Thriving,28.2,16.2,60.2,50.0
FX-5785,Duskmaple,Mistfen Reach,Thriving,15.8,19.6,60.7,70.3
FX-5786,Thornlace,Sunspire Heights,Radiant,18.6,13.3,83.5,61.7
FX-5787,Palepear,Mistfen Reach,Thriving,12.7,9.2,55.1,45.1
FX-5788,Coralmaple,Mistfen Reach,Radiant,29.7,18.1,82.7,61.9
FX-5789,Ghostplane,Sunspire Heights,Radiant,19.5,34.5,81.0,55.1
FX-5790,Glasszelkova,Mistfen Reach,Thriving,32.1,16.7,55.5,43.4
FX-5791,Palepear,Mistfen Reach,Radiant,15.8,10.6,73.5,42.7
FX-5792,Coralmaple,Cragside,Thriving,30.2,21.2,59.8,70.2
FX-5793,Ironcrown Oak,Cragside,Waning,26.1,30.0,20.3,66.9
FX-5794,Glasszelkova,Mistfen Reach,Thriving,29.8,4.9,64.8,50.0
FX-5795,Ghostplane,Hollowdeep,Waning,22.7,29.7,30.8,41.4
FX-5796,Emberoak,Mistfen Reach,Thriving,32.6,25.1,55.8,64.3
FX-5797,Palepear,Sunspire Heights,Thriving,21.0,7.2,55.1,56.3
FX-5798,Emberoak,Hollowdeep,Radiant,26.6,25.7,77.8,62.0
FX-5799,Emberoak,Hollowdeep,Waning,21.2,27.9,29.4,55.2
FX-5800,Palepear,Sunspire Heights,Thriving,16.8,9.2,52.7,54.7
FX-5801,Goldfan Ginko,Mistfen Reach,Radiant,30.6,13.4,75.8,70.3
FX-5802,Duskmaple,Cragside,Radiant,17.6,25.8,72.9,71.5
FX-5803,Ghostplane,Mistfen Reach,Thriving,17.7,31.9,57.0,41.7
FX-5804,Bloomspire,Hollowdeep,Radiant,22.7,30.9,87.8,64.0
FX-5805,Ironcrown Oak,Mistfen Reach,Thriving,21.3,25.1,53.7,67.5
FX-5806,Thornlace,Hollowdeep,Thriving,14.7,14.1,43.3,44.6
FX-5807,Coralmaple,Cragside,Waning,28.3,26.0,19.9,64.3
FX-5808,Glasszelkova,Sunspire Heights,Thriving,35.2,8.2,49.9,56.8
FX-5809,Ghostplane,Sunspire Heights,Thriving,22.6,33.9,57.5,50.4
FX-5810,Coralmaple,Mistfen Reach,Thriving,26.2,20.7,57.4,63.3
FX-5811,Ironcrown Oak,Cragside,Waning,24.6,37.5,36.0,63.3
FX-5812,Whispering Linden,Hollowdeep,Thriving,23.9,15.7,64.7,38.9
FX-5813,Verdant Ash,Hollowdeep,Radiant,14.7,21.3,89.1,38.1
FX-5814,Bloomspire,Hollowdeep,Waning,15.9,38.4,38.1,60.5
FX-5815,Thornlace,Sunspire Heights,Radiant,20.3,14.2,83.9,54.8
FX-5816,Coralmaple,Sunspire Heights,Thriving,32.6,16.6,54.8,72.4
FX-5817,Bloomspire,Hollowdeep,Thriving,15.6,37.8,51.9,64.6
FX-5818,Ghostplane,Mistfen Reach,Thriving,20.5,31.3,51.2,42.7
FX-5819,Thornlace,Sunspire Heights,Radiant,19.1,12.9,78.5,56.7
FX-5820,Emberoak,Mistfen Reach,Thriving,26.3,25.5,57.5,65.9
FX-5821,Thornlace,Sunspire Heights,Thriving,18.7,8.4,61.7,56.1
FX-5822,Glasszelkova,Sunspire Heights,Thriving,30.8,12.5,50.4,60.0
FX-5823,Whispering Linden,Mistfen Reach,Husk,20.4,22.4,6.7,43.4
FX-5824,Ironcrown Oak,Mistfen Reach,Thriving,23.7,30.9,47.1,67.1
FX-5825,Glasszelkova,Sunspire Heights,Radiant,33.4,7.1,79.9,58.2
FX-5826,Ghostplane,Mistfen Reach,Thriving,20.4,28.5,55.5,48.1
FX-5827,Thornlace,Hollowdeep,Radiant,10.8,18.1,80.2,38.6
FX-5828,Glasszelkova,Sunspire Heights,Radiant,38.1,7.8,77.5,54.4
FX-5829,Ironcrown Oak,Sunspire Heights,Thriving,31.5,30.4,55.5,74.9
FX-5830,Emberoak,Cragside,Thriving,28.2,33.5,47.4,70.6
FX-5831,Emberoak,Mistfen Reach,Thriving,25.1,21.5,52.1,64.0
FX-5832,Thornlace,Sunspire Heights,Husk,18.1,10.4,7.2,53.6
FX-5833,Whispering Linden,Sunspire Heights,Thriving,28.2,16.6,48.6,56.0
FX-5834,Ghostplane,Mistfen Reach,Thriving,13.1,35.6,50.9,43.4
FX-5835,Goldfan Ginko,Hollowdeep,Radiant,28.6,15.3,79.8,61.1
FX-5836,Duskmaple,Cragside,Thriving,24.6,28.2,55.5,72.6
FX-5837,Emberoak,Cragside,Thriving,26.4,31.9,52.0,68.1
FX-5838,Verdant Ash,Sunspire Heights,Waning,22.0,14.8,21.1,56.5
FX-5839,Ghostplane,Sunspire Heights,Thriving,28.5,33.2,63.2,50.8
FX-5840,Duskmaple,Cragside,Thriving,18.5,23.7,56.6,74.7
FX-5841,Goldfan Ginko,Cragside,Thriving,31.6,13.1,58.6,69.5
FX-5842,Coralmaple,Mistfen Reach,Thriving,32.9,23.9,51.4,56.7
FX-5843,Goldfan Ginko,Hollowdeep,Thriving,29.6,17.4,55.0,65.0
FX-5844,Verdant Ash,Mistfen Reach,Radiant,18.2,22.5,88.4,50.4
FX-5845,Emberoak,Mistfen Reach,Thriving,26.2,30.7,59.1,63.1
FX-5846,Glasszelkova,Mistfen Reach,Radiant,27.2,9.1,87.6,51.1
FX-5847,Verdant Ash,Sunspire Heights,Husk,22.2,19.2,15.4,52.9
FX-5848,Bloomspire,Hollowdeep,Thriving,19.4,36.8,54.2,66.5
FX-5849,Thornlace,Mistfen Reach,Thriving,18.8,9.7,45.6,44.6
FX-5850,Verdant Ash,Hollowdeep,Radiant,9.5,23.9,88.7,43.0
FX-5851,Whispering Linden,Mistfen Reach,Thriving,26.0,17.9,54.3,45.4
FX-5852,Whispering Linden,Sunspire Heights,Thriving,23.2,18.1,56.7,53.5
FX-5853,Ghostplane,Mistfen Reach,Thriving,18.3,29.5,56.9,46.4
FX-5854,Glasszelkova,Mistfen Reach,Thriving,25.7,13.1,60.3,48.0
FX-5855,Emberoak,Hollowdeep,Radiant,24.9,28.2,94.0,69.6
FX-5856,Thornlace,Mistfen Reach,Thriving,13.6,12.7,50.6,46.9
FX-5857,Ghostplane,Sunspire Heights,Radiant,21.2,32.2,70.8,59.1
FX-5858,Whispering Linden,Mistfen Reach,Waning,24.2,18.6,29.4,46.6
FX-5859,Palepear,Sunspire Heights,Thriving,15.5,9.3,58.6,58.0
FX-5860,Emberoak,Cragside,Thriving,29.4,26.8,62.2,70.3
FX-5861,Thornlace,Sunspire Heights,Thriving,18.8,13.2,64.7,56.6
FX-5862,Ironcrown Oak,Cragside,Thriving,26.7,26.5,52.6,64.8
FX-5863,Coralmaple,Mistfen Reach,Thriving,28.4,22.1,50.3,66.0
FX-5864,Bloomspire,Mistfen Reach,Radiant,20.3,38.8,86.6,70.8
FX-5865,Duskmaple,Sunspire Heights,Thriving,22.3,26.0,68.0,75.1
FX-5866,Thornlace,Sunspire Heights,Radiant,24.3,18.1,75.5,51.6
FX-5867,Palepear,Sunspire Heights,Thriving,17.4,12.1,56.5,54.3
FX-5868,Emberoak,Mistfen Reach,Thriving,28.2,20.4,64.9,63.6
FX-5869,Emberoak,Hollowdeep,Thriving,19.7,26.8,54.0,59.8
FX-5870,Verdant Ash,Sunspire Heights,Thriving,16.9,15.3,68.2,52.2
FX-5871,Verdant Ash,Hollowdeep,Thriving,13.4,13.5,58.3,45.3
FX-5872,Coralmaple,Sunspire Heights,Waning,36.3,20.6,39.0,74.1
FX-5873,Palepear,Hollowdeep,Thriving,16.0,10.9,52.3,43.1
FX-5874,Coralmaple,Mistfen Reach,Waning,27.1,26.8,23.2,65.7
FX-5875,Coralmaple,Cragside,Waning,29.3,21.2,25.3,63.0
FX-5876,Ghostplane,Mistfen Reach,Husk,20.9,33.6,1.7,39.9
FX-5877,Thornlace,Mistfen Reach,Thriving,13.7,15.1,55.1,45.8
FX-5878,Goldfan Ginko,Mistfen Reach,Radiant,33.6,13.9,81.0,67.3
FX-5879,Thornlace,Mistfen Reach,Thriving,12.8,10.4,51.3,45.6
FX-5880,Whispering Linden,Mistfen Reach,Thriving,29.1,23.3,59.9,48.8
FX-5881,Glasszelkova,Hollowdeep,Thriving,27.0,7.6,46.0,41.0
FX-5882,Coralmaple,Sunspire Heights,Thriving,36.7,23.6,54.7,75.4
FX-5883,Whispering Linden,Cragside,Radiant,29.9,14.2,71.5,50.7
FX-5884,Bloomspire,Sunspire Heights,Thriving,28.0,35.5,51.2,71.6
FX-5885,Verdant Ash,Mistfen Reach,Thriving,16.9,19.1,47.6,46.0
FX-5886,Thornlace,Sunspire Heights,Thriving,18.2,11.1,47.2,53.2
FX-5887,Ghostplane,Sunspire Heights,Radiant,19.3,36.5,72.5,57.0
FX-5888,Glasszelkova,Mistfen Reach,Thriving,27.3,9.4,42.3,46.3
FX-5889,Verdant Ash,Sunspire Heights,Thriving,24.4,14.4,61.9,55.9
FX-5890,Duskmaple,Mistfen Reach,Thriving,19.2,24.8,50.3,64.1
FX-5891,Whispering Linden,Sunspire Heights,Radiant,25.5,19.5,88.8,50.7
FX-5892,Emberoak,Hollowdeep,Waning,21.2,20.4,22.0,55.1
FX-5893,Ironcrown Oak,Hollowdeep,Waning,24.1,31.6,27.6,61.1
FX-5894,Goldfan Ginko,Cragside,Thriving,33.5,18.9,56.0,71.1
FX-5895,Ironcrown Oak,Cragside,Radiant,27.0,28.4,82.5,73.0
FX-5896,Duskmaple,Cragside,Thriving,18.0,25.8,48.6,69.7
FX-5897,Coralmaple,Mistfen Reach,Thriving,29.0,21.6,58.7,64.0
FX-5898,Duskmaple,Hollowdeep,Thriving,15.7,25.5,56.2,58.8
FX-5899,Ghostplane,Sunspire Heights,Radiant,22.9,31.7,80.4,56.2
FX-5900,Ghostplane,Sunspire Heights,Thriving,20.3,35.1,50.1,55.3
